step,module_i,module_j,A,B,R_A,R_D,T,coordinate,seen_count_after,is_reuse
31,5,7,83,123,83,40,40,"(83, 40, 40)",32,True
31,6,7,123,123,123,0,0,"(123, 0, 0)",8,True
32,0,1,24,24,24,0,0,"(24, 0, 0)",9,True
32,0,2,24,25,24,1,1,"(24, 1, 1)",1,False
32,0,3,24,25,24,1,1,"(24, 1, 1)",2,True
32,0,4,24,84,16,76,60,"(16, 76, 60)",1,False
32,0,5,24,84,16,76,60,"(16, 76, 60)",2,True
32,0,6,24,124,24,100,100,"(24, 100, 100)",1,False
32,0,7,24,124,24,100,100,"(24, 100, 100)",2,True
32,1,2,24,25,24,1,1,"(24, 1, 1)",3,True
32,1,3,24,25,24,1,1,"(24, 1, 1)",4,True
32,1,4,24,84,16,76,60,"(16, 76, 60)",3,True
32,1,5,24,84,16,76,60,"(16, 76, 60)",4,True
32,1,6,24,124,24,100,100,"(24, 100, 100)",3,True
32,1,7,24,124,24,100,100,"(24, 100, 100)",4,True
32,2,3,25,25,25,0,0,"(25, 0, 0)",1,False
32,2,4,25,84,16,77,59,"(16, 77, 59)",1,False
32,2,5,25,84,16,77,59,"(16, 77, 59)",2,True
32,2,6,25,124,24,101,99,"(24, 101, 99)",1,False
32,2,7,25,124,24,101,99,"(24, 101, 99)",2,True
32,3,4,25,84,16,77,59,"(16, 77, 59)",3,True
32,3,5,25,84,16,77,59,"(16, 77, 59)",4,True
32,3,6,25,124,24,101,99,"(24, 101, 99)",3,True
32,3,7,25,124,24,101,99,"(24, 101, 99)",4,True
32,4,5,84,84,84,0,0,"(84, 0, 0)",1,False
32,4,6,84,124,84,40,40,"(84, 40, 40)",1,False
32,4,7,84,124,84,40,40,"(84, 40, 40)",2,True
32,5,6,84,124,84,40,40,"(84, 40, 40)",3,True
32,5,7,84,124,84,40,40,"(84, 40, 40)",4,True
32,6,7,124,124,124,0,0,"(124, 0, 0)",1,False
33,0,1,24,24,24,0,0,"(24, 0, 0)",10,True
33,0,2,24,25,24,1,1,"(24, 1, 1)",5,True
33,0,3,24,25,24,1,1,"(24, 1, 1)",6,True
33,0,4,24,84,16,76,60,"(16, 76, 60)",5,True
33,0,5,24,84,16,76,60,"(16, 76, 60)",6,True
33,0,6,24,124,24,100,100,"(24, 100, 100)",5,True
33,0,7,24,124,24,100,100,"(24, 100, 100)",6,True
33,1,2,24,25,24,1,1,"(24, 1, 1)",7,True
33,1,3,24,25,24,1,1,"(24, 1, 1)",8,True
33,1,4,24,84,16,76,60,"(16, 76, 60)",7,True
33,1,5,24,84,16,76,60,"(16, 76, 60)",8,True
33,1,6,24,124,24,100,100,"(24, 100, 100)",7,True
33,1,7,24,124,24,100,100,"(24, 100, 100)",8,True
33,2,3,25,25,25,0,0,"(25, 0, 0)",2,True
33,2,4,25,84,16,77,59,"(16, 77, 59)",5,True
33,2,5,25,84,16,77,59,"(16, 77, 59)",6,True
33,2,6,25,124,24,101,99,"(24, 101, 99)",5,True
33,2,7,25,124,24,101,99,"(24, 101, 99)",6,True
33,3,4,25,84,16,77,59,"(16, 77, 59)",7,True
33,3,5,25,84,16,77,59,"(16, 77, 59)",8,True
33,3,6,25,124,24,101,99,"(24, 101, 99)",7,True
33,3,7,25,124,24,101,99,"(24, 101, 99)",8,True
33,4,5,84,84,84,0,0,"(84, 0, 0)",2,True
33,4,6,84,124,84,40,40,"(84, 40, 40)",5,True
33,4,7,84,124,84,40,40,"(84, 40, 40)",6,True
33,5,6,84,124,84,40,40,"(84, 40, 40)",7,True
33,5,7,84,124,84,40,40,"(84, 40, 40)",8,True
33,6,7,124,124,124,0,0,"(124, 0, 0)",2,True
34,0,1,24,24,24,0,0,"(24, 0, 0)",11,True
34,0,2,24,25,24,1,1,"(24, 1, 1)",9,True
34,0,3,24,25,24,1,1,"(24, 1, 1)",10,True
34,0,4,24,84,16,76,60,"(16, 76, 60)",9,True
34,0,5,24,84,16,76,60,"(16, 76, 60)",10,True
34,0,6,24,124,24,100,100,"(24, 100, 100)",9,True
34,0,7,24,124,24,100,100,"(24, 100, 100)",10,True
34,1,2,24,25,24,1,1,"(24, 1, 1)",11,True
34,1,3,24,25,24,1,1,"(24, 1, 1)",12,True
34,1,4,24,84,16,76,60,"(16, 76, 60)",11,True
34,1,5,24,84,16,76,60,"(16, 76, 60)",12,True
34,1,6,24,124,24,100,100,"(24, 100, 100)",11,True
34,1,7,24,124,24,100,100,"(24, 100, 100)",12,True
34,2,3,25,25,25,0,0,"(25, 0, 0)",3,True
34,2,4,25,84,16,77,59,"(16, 77, 59)",9,True
34,2,5,25,84,16,77,59,"(16, 77, 59)",10,True
34,2,6,25,124,24,101,99,"(24, 101, 99)",9,True
34,2,7,25,124,24,101,99,"(24, 101, 99)",10,True
34,3,4,25,84,16,77,59,"(16, 77, 59)",11,True
34,3,5,25,84,16,77,59,"(16, 77, 59)",12,True
34,3,6,25,124,24,101,99,"(24, 101, 99)",11,True
34,3,7,25,124,24,101,99,"(24, 101, 99)",12,True
34,4,5,84,84,84,0,0,"(84, 0, 0)",3,True
34,4,6,84,124,84,40,40,"(84, 40, 40)",9,True
34,4,7,84,124,84,40,40,"(84, 40, 40)",10,True
34,5,6,84,124,84,40,40,"(84, 40, 40)",11,True
34,5,7,84,124,84,40,40,"(84, 40, 40)",12,True
34,6,7,124,124,124,0,0,"(124, 0, 0)",3,True
35,0,1,24,24,24,0,0,"(24, 0, 0)",12,True
35,0,2,24,25,24,1,1,"(24, 1, 1)",13,True
35,0,3,24,25,24,1,1,"(24, 1, 1)",14,True
35,0,4,24,84,16,76,60,"(16, 76, 60)",13,True
35,0,5,24,84,16,76,60,"(16, 76, 60)",14,True
35,0,6,24,124,24,100,100,"(24, 100, 100)",13,True
35,0,7,24,124,24,100,100,"(24, 100, 100)",14,True
35,1,2,24,25,24,1,1,"(24, 1, 1)",15,True
35,1,3,24,25,24,1,1,"(24, 1, 1)",16,True
35,1,4,24,84,16,76,60,"(16, 76, 60)",15,True
35,1,5,24,84,16,76,60,"(16, 76, 60)",16,True
35,1,6,24,124,24,100,100,"(24, 100, 100)",15,True
35,1,7,24,124,24,100,100,"(24, 100, 100)",16,True
35,2,3,25,25,25,0,0,"(25, 0, 0)",4,True
35,2,4,25,84,16,77,59,"(16, 77, 59)",13,True
35,2,5,25,84,16,77,59,"(16, 77, 59)",14,True
35,2,6,25,124,24,101,99,"(24, 101, 99)",13,True
35,2,7,25,124,24,101,99,"(24, 101, 99)",14,True
35,3,4,25,84,16,77,59,"(16, 77, 59)",15,True
35,3,5,25,84,16,77,59,"(16, 77, 59)",16,True
35,3,6,25,124,24,101,99,"(24, 101, 99)",15,True
35,3,7,25,124,24,101,99,"(24, 101, 99)",16,True
35,4,5,84,84,84,0,0,"(84, 0, 0)",4,True
35,4,6,84,124,84,40,40,"(84, 40, 40)",13,True
35,4,7,84,124,84,40,40,"(84, 40, 40)",14,True
35,5,6,84,124,84,40,40,"(84, 40, 40)",15,True
35,5,7,84,124,84,40,40,"(84, 40, 40)",16,True
35,6,7,124,124,124,0,0,"(124, 0, 0)",4,True
36,0,1,24,24,24,0,0,"(24, 0, 0)",13,True
36,0,2,24,25,24,1,1,"(24, 1, 1)",17,True
36,0,3,24,25,24,1,1,"(24, 1, 1)",18,True
36,0,4,24,84,16,76,60,"(16, 76, 60)",17,True
36,0,5,24,84,16,76,60,"(16, 76, 60)",18,True
36,0,6,24,124,24,100,100,"(24, 100, 100)",17,True
36,0,7,24,124,24,100,100,"(24, 100, 100)",18,True
36,1,2,24,25,24,1,1,"(24, 1, 1)",19,True
36,1,3,24,25,24,1,1,"(24, 1, 1)",20,True
36,1,4,24,84,16,76,60,"(16, 76, 60)",19,True
36,1,5,24,84,16,76,60,"(16, 76, 60)",20,True
36,1,6,24,124,24,100,100,"(24, 100, 100)",19,True
36,1,7,24,124,24,100,100,"(24, 100, 100)",20,True
36,2,3,25,25,25,0,0,"(25, 0, 0)",5,True
36,2,4,25,84,16,77,59,"(16, 77, 59)",17,True
36,2,5,25,84,16,77,59,"(16, 77, 59)",18,True
36,2,6,25,124,24,101,99,"(24, 101, 99)",17,True
36,2,7,25,124,24,101,99,"(24, 101, 99)",18,True
36,3,4,25,84,16,77,59,"(16, 77, 59)",19,True
36,3,5,25,84,16,77,59,"(16, 77, 59)",20,True
36,3,6,25,124,24,101,99,"(24, 101, 99)",19,True
36,3,7,25,124,24,101,99,"(24, 101, 99)",20,True
36,4,5,84,84,84,0,0,"(84, 0, 0)",5,True
36,4,6,84,124,84,40,40,"(84, 40, 40)",17,True
36,4,7,84,124,84,40,40,"(84, 40, 40)",18,True
36,5,6,84,124,84,40,40,"(84, 40, 40)",19,True
36,5,7,84,124,84,40,40,"(84, 40, 40)",20,True
36,6,7,124,124,124,0,0,"(124, 0, 0)",5,True
37,0,1,24,24,24,0,0,"(24, 0, 0)",14,True
37,0,2,24,25,24,1,1,"(24, 1, 1)",21,True
37,0,3,24,25,24,1,1,"(24, 1, 1)",22,True
37,0,4,24,84,16,76,60,"(16, 76, 60)",21,True
37,0,5,24,84,16,76,60,"(16, 76, 60)",22,True
37,0,6,24,124,24,100,100,"(24, 100, 100)",21,True
37,0,7,24,124,24,100,100,"(24, 100, 100)",22,True
37,1,2,24,25,24,1,1,"(24, 1, 1)",23,True
37,1,3,24,25,24,1,1,"(24, 1, 1)",24,True
37,1,4,24,84,16,76,60,"(16, 76, 60)",23,True
37,1,5,24,84,16,76,60,"(16, 76, 60)",24,True
37,1,6,24,124,24,100,100,"(24, 100, 100)",23,True
37,1,7,24,124,24,100,100,"(24, 100, 100)",24,True
37,2,3,25,25,25,0,0,"(25, 0, 0)",6,True
37,2,4,25,84,16,77,59,"(16, 77, 59)",21,True
37,2,5,25,84,16,77,59,"(16, 77, 59)",22,True
37,2,6,25,124,24,101,99,"(24, 101, 99)",21,True
37,2,7,25,124,24,101,99,"(24, 101, 99)",22,True
37,3,4,25,84,16,77,59,"(16, 77, 59)",23,True
37,3,5,25,84,16,77,59,"(16, 77, 59)",24,True
37,3,6,25,124,24,101,99,"(24, 101, 99)",23,True
37,3,7,25,124,24,101,99,"(24, 101, 99)",24,True
37,4,5,84,84,84,0,0,"(84, 0, 0)",6,True
37,4,6,84,124,84,40,40,"(84, 40, 40)",21,True
37,4,7,84,124,84,40,40,"(84, 40, 40)",22,True
37,5,6,84,124,84,40,40,"(84, 40, 40)",23,True
37,5,7,84,124,84,40,40,"(84, 40, 40)",24,True
37,6,7,124,124,124,0,0,"(124, 0, 0)",6,True
38,0,1,24,24,24,0,0,"(24, 0, 0)",15,True
38,0,2,24,25,24,1,1,"(24, 1, 1)",25,True
38,0,3,24,25,24,1,1,"(24, 1, 1)",26,True
38,0,4,24,84,16,76,60,"(16, 76, 60)",25,True
38,0,5,24,84,16,76,60,"(16, 76, 60)",26,True
38,0,6,24,124,24,100,100,"(24, 100, 100)",25,True
38,0,7,24,124,24,100,100,"(24, 100, 100)",26,True
38,1,2,24,25,24,1,1,"(24, 1, 1)",27,True
38,1,3,24,25,24,1,1,"(24, 1, 1)",28,True
38,1,4,24,84,16,76,60,"(16, 76, 60)",27,True
38,1,5,24,84,16,76,60,"(16, 76, 60)",28,True
38,1,6,24,124,24,100,100,"(24, 100, 100)",27,True
38,1,7,24,124,24,100,100,"(24, 100, 100)",28,True
38,2,3,25,25,25,0,0,"(25, 0, 0)",7,True
38,2,4,25,84,16,77,59,"(16, 77, 59)",25,True
38,2,5,25,84,16,77,59,"(16, 77, 59)",26,True
38,2,6,25,124,24,101,99,"(24, 101, 99)",25,True
38,2,7,25,124,24,101,99,"(24, 101, 99)",26,True
38,3,4,25,84,16,77,59,"(16, 77, 59)",27,True
38,3,5,25,84,16,77,59,"(16, 77, 59)",28,True
38,3,6,25,124,24,101,99,"(24, 101, 99)",27,True
38,3,7,25,124,24,101,99,"(24, 101, 99)",28,True
38,4,5,84,84,84,0,0,"(84, 0, 0)",7,True
38,4,6,84,124,84,40,40,"(84, 40, 40)",25,True
38,4,7,84,124,84,40,40,"(84, 40, 40)",26,True
38,5,6,84,124,84,40,40,"(84, 40, 40)",27,True
38,5,7,84,124,84,40,40,"(84, 40, 40)",28,True
38,6,7,124,124,124,0,0,"(124, 0, 0)",7,True
39,0,1,24,24,24,0,0,"(24, 0, 0)",16,True
39,0,2,24,25,24,1,1,"(24, 1, 1)",29,True
39,0,3,24,25,24,1,1,"(24, 1, 1)",30,True
39,0,4,24,84,16,76,60,"(16, 76, 60)",29,True
39,0,5,24,84,16,76,60,"(16, 76, 60)",30,True
39,0,6,24,124,24,100,100,"(24, 100, 100)",29,True
39,0,7,24,124,24,100,100,"(24, 100, 100)",30,True
39,1,2,24,25,24,1,1,"(24, 1, 1)",31,True
39,1,3,24,25,24,1,1,"(24, 1, 1)",32,True
39,1,4,24,84,16,76,60,"(16, 76, 60)",31,True
39,1,5,24,84,16,76,60,"(16, 76, 60)",32,True
39,1,6,24,124,24,100,100,"(24, 100, 100)",31,True
39,1,7,24,124,24,100,100,"(24, 100, 100)",32,True
39,2,3,25,25,25,0,0,"(25, 0, 0)",8,True
39,2,4,25,84,16,77,59,"(16, 77, 59)",29,True
39,2,5,25,84,16,77,59,"(16, 77, 59)",30,True
39,2,6,25,124,24,101,99,"(24, 101, 99)",29,True
39,2,7,25,124,24,101,99,"(24, 101, 99)",30,True
39,3,4,25,84,16,77,59,"(16, 77, 59)",31,True
39,3,5,25,84,16,77,59,"(16, 77, 59)",32,True
39,3,6,25,124,24,101,99,"(24, 101, 99)",31,True
39,3,7,25,124,24,101,99,"(24, 101, 99)",32,True
39,4,5,84,84,84,0,0,"(84, 0, 0)",8,True
39,4,6,84,124,84,40,40,"(84, 40, 40)",29,True
39,4,7,84,124,84,40,40,"(84, 40, 40)",30,True
39,5,6,84,124,84,40,40,"(84, 40, 40)",31,True
39,5,7,84,124,84,40,40,"(84, 40, 40)",32,True
39,6,7,124,124,124,0,0,"(124, 0, 0)",8,True
40,0,1,25,25,25,0,0,"(25, 0, 0)",9,True
40,0,2,25,26,24,3,1,"(24, 3, 1)",1,False
40,0,3,25,26,24,3,1,"(24, 3, 1)",2,True
40,0,4,25,85,17,76,60,"(17, 76, 60)",1,False
40,0,5,25,85,17,76,60,"(17, 76, 60)",2,True
40,0,6,25,125,25,100,100,"(25, 100, 100)",1,False
40,0,7,25,125,25,100,100,"(25, 100, 100)",2,True
40,1,2,25,26,24,3,1,"(24, 3, 1)",3,True
40,1,3,25,26,24,3,1,"(24, 3, 1)",4,True
40,1,4,25,85,17,76,60,"(17, 76, 60)",3,True
40,1,5,25,85,17,76,60,"(17, 76, 60)",4,True
40,1,6,25,125,25,100,100,"(25, 100, 100)",3,True
40,1,7,25,125,25,100,100,"(25, 100, 100)",4,True
40,2,3,26,26,26,0,0,"(26, 0, 0)",1,False
40,2,4,26,85,16,79,59,"(16, 79, 59)",1,False
40,2,5,26,85,16,79,59,"(16, 79, 59)",2,True
40,2,6,26,125,24,103,99,"(24, 103, 99)",1,False
40,2,7,26,125,24,103,99,"(24, 103, 99)",2,True
40,3,4,26,85,16,79,59,"(16, 79, 59)",3,True
40,3,5,26,85,16,79,59,"(16, 79, 59)",4,True
40,3,6,26,125,24,103,99,"(24, 103, 99)",3,True
40,3,7,26,125,24,103,99,"(24, 103, 99)",4,True
40,4,5,85,85,85,0,0,"(85, 0, 0)",1,False
40,4,6,85,125,85,40,40,"(85, 40, 40)",1,False
40,4,7,85,125,85,40,40,"(85, 40, 40)",2,True
40,5,6,85,125,85,40,40,"(85, 40, 40)",3,True
40,5,7,85,125,85,40,40,"(85, 40, 40)",4,True
40,6,7,125,125,125,0,0,"(125, 0, 0)",1,False
41,0,1,25,25,25,0,0,"(25, 0, 0)",10,True
41,0,2,25,26,24,3,1,"(24, 3, 1)",5,True
41,0,3,25,26,24,3,1,"(24, 3, 1)",6,True
41,0,4,25,85,17,76,60,"(17, 76, 60)",5,True
41,0,5,25,85,17,76,60,"(17, 76, 60)",6,True
41,0,6,25,125,25,100,100,"(25, 100, 100)",5,True
41,0,7,25,125,25,100,100,"(25, 100, 100)",6,True
41,1,2,25,26,24,3,1,"(24, 3, 1)",7,True
41,1,3,25,26,24,3,1,"(24, 3, 1)",8,True
41,1,4,25,85,17,76,60,"(17, 76, 60)",7,True
41,1,5,25,85,17,76,60,"(17, 76, 60)",8,True
41,1,6,25,125,25,100,100,"(25, 100, 100)",7,True
41,1,7,25,125,25,100,100,"(25, 100, 100)",8,True
41,2,3,26,26,26,0,0,"(26, 0, 0)",2,True
41,2,4,26,85,16,79,59,"(16, 79, 59)",5,True
41,2,5,26,85,16,79,59,"(16, 79, 59)",6,True
41,2,6,26,125,24,103,99,"(24, 103, 99)",5,True
41,2,7,26,125,24,103,99,"(24, 103, 99)",6,True
41,3,4,26,85,16,79,59,"(16, 79, 59)",7,True
41,3,5,26,85,16,79,59,"(16, 79, 59)",8,True
41,3,6,26,125,24,103,99,"(24, 103, 99)",7,True
41,3,7,26,125,24,103,99,"(24, 103, 99)",8,True
41,4,5,85,85,85,0,0,"(85, 0, 0)",2,True
41,4,6,85,125,85,40,40,"(85, 40, 40)",5,True
41,4,7,85,125,85,40,40,"(85, 40, 40)",6,True
41,5,6,85,125,85,40,40,"(85, 40, 40)",7,True
41,5,7,85,125,85,40,40,"(85, 40, 40)",8,True
41,6,7,125,125,125,0,0,"(125, 0, 0)",2,True
42,0,1,25,25,25,0,0,"(25, 0, 0)",11,True
42,0,2,25,26,24,3,1,"(24, 3, 1)",9,True
42,0,3,25,26,24,3,1,"(24, 3, 1)",10,True
42,0,4,25,85,17,76,60,"(17, 76, 60)",9,True
42,0,5,25,85,17,76,60,"(17, 76, 60)",10,True
42,0,6,25,125,25,100,100,"(25, 100, 100)",9,True
42,0,7,25,125,25,100,100,"(25, 100, 100)",10,True
42,1,2,25,26,24,3,1,"(24, 3, 1)",11,True
42,1,3,25,26,24,3,1,"(24, 3, 1)",12,True
42,1,4,25,85,17,76,60,"(17, 76, 60)",11,True
42,1,5,25,85,17,76,60,"(17, 76, 60)",12,True
42,1,6,25,125,25,100,100,"(25, 100, 100)",11,True
42,1,7,25,125,25,100,100,"(25, 100, 100)",12,True
42,2,3,26,26,26,0,0,"(26, 0, 0)",3,True
42,2,4,26,85,16,79,59,"(16, 79, 59)",9,True
42,2,5,26,85,16,79,59,"(16, 79, 59)",10,True
42,2,6,26,125,24,103,99,"(24, 103, 99)",9,True
42,2,7,26,125,24,103,99,"(24, 103, 99)",10,True
42,3,4,26,85,16,79,59,"(16, 79, 59)",11,True
42,3,5,26,85,16,79,59,"(16, 79, 59)",12,True
42,3,6,26,125,24,103,99,"(24, 103, 99)",11,True
42,3,7,26,125,24,103,99,"(24, 103, 99)",12,True
42,4,5,85,85,85,0,0,"(85, 0, 0)",3,True
42,4,6,85,125,85,40,40,"(85, 40, 40)",9,True
42,4,7,85,125,85,40,40,"(85, 40, 40)",10,True
42,5,6,85,125,85,40,40,"(85, 40, 40)",11,True
42,5,7,85,125,85,40,40,"(85, 40, 40)",12,True
42,6,7,125,125,125,0,0,"(125, 0, 0)",3,True
43,0,1,25,25,25,0,0,"(25, 0, 0)",12,True
43,0,2,25,26,24,3,1,"(24, 3, 1)",13,True
43,0,3,25,26,24,3,1,"(24, 3, 1)",14,True
43,0,4,25,85,17,76,60,"(17, 76, 60)",13,True
43,0,5,25,85,17,76,60,"(17, 76, 60)",14,True
43,0,6,25,125,25,100,100,"(25, 100, 100)",13,True
43,0,7,25,125,25,100,100,"(25, 100, 100)",14,True
43,1,2,25,26,24,3,1,"(24, 3, 1)",15,True
43,1,3,25,26,24,3,1,"(24, 3, 1)",16,True
43,1,4,25,85,17,76,60,"(17, 76, 60)",15,True
43,1,5,25,85,17,76,60,"(17, 76, 60)",16,True
43,1,6,25,125,25,100,100,"(25, 100, 100)",15,True
43,1,7,25,125,25,100,100,"(25, 100, 100)",16,True
43,2,3,26,26,26,0,0,"(26, 0, 0)",4,True
43,2,4,26,85,16,79,59,"(16, 79, 59)",13,True
43,2,5,26,85,16,79,59,"(16, 79, 59)",14,True
43,2,6,26,125,24,103,99,"(24, 103, 99)",13,True
43,2,7,26,125,24,103,99,"(24, 103, 99)",14,True
43,3,4,26,85,16,79,59,"(16, 79, 59)",15,True
43,3,5,26,85,16,79,59,"(16, 79, 59)",16,True
43,3,6,26,125,24,103,99,"(24, 103, 99)",15,True
43,3,7,26,125,24,103,99,"(24, 103, 99)",16,True
43,4,5,85,85,85,0,0,"(85, 0, 0)",4,True
43,4,6,85,125,85,40,40,"(85, 40, 40)",13,True
43,4,7,85,125,85,40,40,"(85, 40, 40)",14,True
43,5,6,85,125,85,40,40,"(85, 40, 40)",15,True
43,5,7,85,125,85,40,40,"(85, 40, 40)",16,True
43,6,7,125,125,125,0,0,"(125, 0, 0)",4,True
44,0,1,25,25,25,0,0,"(25, 0, 0)",13,True
44,0,2,25,26,24,3,1,"(24, 3, 1)",17,True
44,0,3,25,26,24,3,1,"(24, 3, 1)",18,True
44,0,4,25,85,17,76,60,"(17, 76, 60)",17,True
44,0,5,25,85,17,76,60,"(17, 76, 60)",18,True
44,0,6,25,125,25,100,100,"(25, 100, 100)",17,True
44,0,7,25,125,25,100,100,"(25, 100, 100)",18,True
44,1,2,25,26,24,3,1,"(24, 3, 1)",19,True
44,1,3,25,26,24,3,1,"(24, 3, 1)",20,True
44,1,4,25,85,17,76,60,"(17, 76, 60)",19,True
44,1,5,25,85,17,76,60,"(17, 76, 60)",20,True
44,1,6,25,125,25,100,100,"(25, 100, 100)",19,True
44,1,7,25,125,25,100,100,"(25, 100, 100)",20,True
44,2,3,26,26,26,0,0,"(26, 0, 0)",5,True
44,2,4,26,85,16,79,59,"(16, 79, 59)",17,True
44,2,5,26,85,16,79,59,"(16, 79, 59)",18,True
44,2,6,26,125,24,103,99,"(24, 103, 99)",17,True
44,2,7,26,125,24,103,99,"(24, 103, 99)",18,True
44,3,4,26,85,16,79,59,"(16, 79, 59)",19,True
44,3,5,26,85,16,79,59,"(16, 79, 59)",20,True
44,3,6,26,125,24,103,99,"(24, 103, 99)",19,True
44,3,7,26,125,24,103,99,"(24, 103, 99)",20,True
44,4,5,85,85,85,0,0,"(85, 0, 0)",5,True
44,4,6,85,125,85,40,40,"(85, 40, 40)",17,True
44,4,7,85,125,85,40,40,"(85, 40, 40)",18,True
44,5,6,85,125,85,40,40,"(85, 40, 40)",19,True
44,5,7,85,125,85,40,40,"(85, 40, 40)",20,True
44,6,7,125,125,125,0,0,"(125, 0, 0)",5,True
45,0,1,25,25,25,0,0,"(25, 0, 0)",14,True
45,0,2,25,26,24,3,1,"(24, 3, 1)",21,True
45,0,3,25,26,24,3,1,"(24, 3, 1)",22,True
45,0,4,25,85,17,76,60,"(17, 76, 60)",21,True
45,0,5,25,85,17,76,60,"(17, 76, 60)",22,True
45,0,6,25,125,25,100,100,"(25, 100, 100)",21,True
45,0,7,25,125,25,100,100,"(25, 100, 100)",22,True
45,1,2,25,26,24,3,1,"(24, 3, 1)",23,True
45,1,3,25,26,24,3,1,"(24, 3, 1)",24,True
45,1,4,25,85,17,76,60,"(17, 76, 60)",23,True
45,1,5,25,85,17,76,60,"(17, 76, 60)",24,True
45,1,6,25,125,25,100,100,"(25, 100, 100)",23,True
45,1,7,25,125,25,100,100,"(25, 100, 100)",24,True
45,2,3,26,26,26,0,0,"(26, 0, 0)",6,True
45,2,4,26,85,16,79,59,"(16, 79, 59)",21,True
45,2,5,26,85,16,79,59,"(16, 79, 59)",22,True
45,2,6,26,125,24,103,99,"(24, 103, 99)",21,True
45,2,7,26,125,24,103,99,"(24, 103, 99)",22,True
45,3,4,26,85,16,79,59,"(16, 79, 59)",23,True
45,3,5,26,85,16,79,59,"(16, 79, 59)",24,True
45,3,6,26,125,24,103,99,"(24, 103, 99)",23,True
45,3,7,26,125,24,103,99,"(24, 103, 99)",24,True
45,4,5,85,85,85,0,0,"(85, 0, 0)",6,True
45,4,6,85,125,85,40,40,"(85, 40, 40)",21,True
45,4,7,85,125,85,40,40,"(85, 40, 40)",22,True
45,5,6,85,125,85,40,40,"(85, 40, 40)",23,True
45,5,7,85,125,85,40,40,"(85, 40, 40)",24,True
45,6,7,125,125,125,0,0,"(125, 0, 0)",6,True
46,0,1,25,25,25,0,0,"(25, 0, 0)",15,True
46,0,2,25,26,24,3,1,"(24, 3, 1)",25,True
46,0,3,25,26,24,3,1,"(24, 3, 1)",26,True
46,0,4,25,85,17,76,60,"(17, 76, 60)",25,True
46,0,5,25,85,17,76,60,"(17, 76, 60)",26,True
46,0,6,25,125,25,100,100,"(25, 100, 100)",25,True
46,0,7,25,125,25,100,100,"(25, 100, 100)",26,True
46,1,2,25,26,24,3,1,"(24, 3, 1)",27,True
46,1,3,25,26,24,3,1,"(24, 3, 1)",28,True
46,1,4,25,85,17,76,60,"(17, 76, 60)",27,True
46,1,5,25,85,17,76,60,"(17, 76, 60)",28,True
46,1,6,25,125,25,100,100,"(25, 100, 100)",27,True
46,1,7,25,125,25,100,100,"(25, 100, 100)",28,True
46,2,3,26,26,26,0,0,"(26, 0, 0)",7,True
46,2,4,26,85,16,79,59,"(16, 79, 59)",25,True
46,2,5,26,85,16,79,59,"(16, 79, 59)",26,True
46,2,6,26,125,24,103,99,"(24, 103, 99)",25,True
46,2,7,26,125,24,103,99,"(24, 103, 99)",26,True
46,3,4,26,85,16,79,59,"(16, 79, 59)",27,True
46,3,5,26,85,16,79,59,"(16, 79, 59)",28,True
46,3,6,26,125,24,103,99,"(24, 103, 99)",27,True
46,3,7,26,125,24,103,99,"(24, 103, 99)",28,True
46,4,5,85,85,85,0,0,"(85, 0, 0)",7,True
46,4,6,85,125,85,40,40,"(85, 40, 40)",25,True
46,4,7,85,125,85,40,40,"(85, 40, 40)",26,True
46,5,6,85,125,85,40,40,"(85, 40, 40)",27,True
46,5,7,85,125,85,40,40,"(85, 40, 40)",28,True
46,6,7,125,125,125,0,0,"(125, 0, 0)",7,True
47,0,1,25,25,25,0,0,"(25, 0, 0)",16,True
47,0,2,25,26,24,3,1,"(24, 3, 1)",29,True
47,0,3,25,26,24,3,1,"(24, 3, 1)",30,True
47,0,4,25,85,17,76,60,"(17, 76, 60)",29,True
47,0,5,25,85,17,76,60,"(17, 76, 60)",30,True
47,0,6,25,125,25,100,100,"(25, 100, 100)",29,True
47,0,7,25,125,25,100,100,"(25, 100, 100)",30,True
47,1,2,25,26,24,3,1,"(24, 3, 1)",31,True
47,1,3,25,26,24,3,1,"(24, 3, 1)",32,True
47,1,4,25,85,17,76,60,"(17, 76, 60)",31,True
47,1,5,25,85,17,76,60,"(17, 76, 60)",32,True
47,1,6,25,125,25,100,100,"(25, 100, 100)",31,True
47,1,7,25,125,25,100,100,"(25, 100, 100)",32,True
47,2,3,26,26,26,0,0,"(26, 0, 0)",8,True
47,2,4,26,85,16,79,59,"(16, 79, 59)",29,True
47,2,5,26,85,16,79,59,"(16, 79, 59)",30,True
47,2,6,26,125,24,103,99,"(24, 103, 99)",29,True
47,2,7,26,125,24,103,99,"(24, 103, 99)",30,True
47,3,4,26,85,16,79,59,"(16, 79, 59)",31,True
47,3,5,26,85,16,79,59,"(16, 79, 59)",32,True
47,3,6,26,125,24,103,99,"(24, 103, 99)",31,True
47,3,7,26,125,24,103,99,"(24, 103, 99)",32,True
47,4,5,85,85,85,0,0,"(85, 0, 0)",8,True
47,4,6,85,125,85,40,40,"(85, 40, 40)",29,True
47,4,7,85,125,85,40,40,"(85, 40, 40)",30,True
47,5,6,85,125,85,40,40,"(85, 40, 40)",31,True
47,5,7,85,125,85,40,40,"(85, 40, 40)",32,True
47,6,7,125,125,125,0,0,"(125, 0, 0)",8,True
